M=SL_NWP_Log
V=2026/06/16-16:38:02
526 SL_LOG_SIGNAL_LOST_DID  common: Signal lost: %d
809 CRYPTO_HW_TEST_EXIT  WLAN_NETSTACK:
810 CRYPTO_HW_AES_ENTRY  WLAN_NETSTACK:
811 CRYPTO_HW_AES_INVALID_AES_MODE  WLAN_NETSTACK:
812 CRYPTO_HW_AES_INVALID_ENCRYPTION_DECRYPTION_MODE_1  WLAN_NETSTACK:
813 CRYPTO_HW_AES_EXIT_1  WLAN_NETSTACK:
814 CRYPTO_HW_AES_INVALID_ENCRYPTION_DECRYPTION_MODE_2  WLAN_NETSTACK:
815 CRYPTO_HW_AES_CBC_ENCRYPT_FAIL  WLAN_NETSTACK:
816 CRYPTO_HW_AES_CBC_DECRYPT_FAIL  WLAN_NETSTACK:
817 CRYPTO_HW_AES_SET_KEY_FAIL  WLAN_NETSTACK:
818 CRYPTO_HW_AES_EXIT_2  WLAN_NETSTACK:
819 CRYPTO_HW_AES_INVALID_TEXT_LENGTH  WLAN_NETSTACK:
820 CRYPTO_HW_TEST_NONCE_LEN_FAIL  WLAN_LMAC:
821 CRYPTO_HW_TEST_MAC_LEN_FAIL  WLAN_LMAC:
822 CRYPTO_HW_TEST_INVALID_LEN  WLAN_LMAC:
823 CRYPTO_HW_HMAC_ENTRY  WLAN_NETSTACK:
824 CRYPTO_HW_HMAC_SHA1_FAIL  WLAN_NETSTACK:
825 CRYPTO_HW_HMAC_SHA256_FAIL  WLAN_NETSTACK:
826 CRYPTO_HW_HMAC_SHA384_FAIL  WLAN_NETSTACK:
827 CRYPTO_HW_HMAC_SHA512_FAIL  WLAN_NETSTACK:
828 CRYPTO_HMAC_HW_TEST_MALLOC_FAIL_1  WLAN_NETSTACK:
829 CRYPTO_HW_HMAC_EXIT  WLAN_NETSTACK:
830 CRYPTO_HW_SHA_ENTRY  WLAN_NETSTACK:
831 CRYPTO_HW_SHA1_VECTOR_FAIL  WLAN_NETSTACK:
832 CRYPTO_HW_SHA256_VECTOR_FAIL  WLAN_NETSTACK:
833 CRYPTO_HW_SH384_VECTOR_FAIL  WLAN_NETSTACK:
834 CRYPTO_HW_SHA512_VECTOR_FAIL  WLAN_NETSTACK:
835 CRYPTO_HW_SHA_EXIT  WLAN_NETSTACK:
836 CHECK_TRNG_ENTROPY_TRNG_FAIL  WLAN_LMAC:
837 CRYPTO_HW_TRNG_ENTRY  WLAN_NETSTACK:
838 CRYPTO_HW_TRNG_GET_RANDOM_NUM_FAIL  WLAN_NETSTACK:
839 CRYPTO_HW_TRNG_EXIT  WLAN_NETSTACK: value : %d
840 ECDSA_KEY_GEN_INVALID_CURVE_ID  WLAN_LMAC:
841 ECDSA_KEY_GEN_RAW_PRIVATE_MEM_ALLOC_FAILED  WLAN_LMAC:
842 ECDSA_KEY_GEN_RAW_PUBLIC_MEM_ALLOC_FAILED  WLAN_LMAC:
843 ECDSA_MSG_SIGN  WLAN_LMAC: sha_mode : %1x
844 ECDSA_MSG_SIGN_HASH_MSG_MEM_ALLOC_FAILED  WLAN_LMAC:
845 ECDSA_VALIDATE_SIGN  WLAN_LMAC: sha_mode : %1x
846 SPI_ERR_INTERRUPT_TRIGGERED  WLAN_LMAC:
847 WLAN_EMPTY_RX_QUEUE  WLAN_LMAC:
848 CLEAR_WLAN_COMMON_HOST_QUEUE_PKTS  WLAN_LMAC: Packet count: %4x
849 ADJUST_FREQ_OFFSET  WLAN_LMAC: status : %2x, reg_value : %2x
850 ADJUST_EVM_OFFSET_INDEX_LIMIT_REACHED  WLAN_LMAC:
851 UPDATED_FLASH_CONTENT  WLAN_LMAC: Dst: %4x, Len: %4x
852 IAP_CP_WRITE_CHALLENGE_DATALEN_FAIL  WLAN_LMAC:
853 IAP_CP_WRITE_CHALLENGE_DATA_FAIL  WLAN_LMAC:
854 IAP_CP_WRITE_AUTH_CTRL_STATUS_FAIL  WLAN_LMAC:
855 IAP_CP_WRITE_READ_SIGNATURE_DATA_FAIL  WLAN_LMAC:
856 IAP_CP_GENERATE_CHALLENGE_ERR_IAP_CP_FAIL  WLAN_LMAC:
857 GLBL_COMMON_INFO  WLAN_LMAC: opermode: %1x, coex_mode: %2x, host_if: %1x
858 GLBL_COMMON_INFO_BB_RF  WLAN_LMAC: country_region: %1x, antenna_sel_value: %1x, cur_temp: %4x
859 GLBL_COMMON_INFO_EXT  WLAN_LMAC: front_end_switch_sel: %1x, chip_temperature: %1x
860 GLBL_COMMON_INFO_VOLTAGE  WLAN_LMAC: pa_dvs_config: %4x, voltage_bod: %1x, wlan_volt_based_pwr_offset: %1x
861 GLBL_COMMON_INFO_CLK  WLAN_LMAC: xtal_wait_time: %4x, crystal_good_time: %2x, use_crystal_for_sleep_clk: %1x
862 SCHEDULER_INFO_TH0  WLAN_LMAC: event_map: %4x, mask_map1: %4x, mask_map2: %4x
863 GLBL_WLAN_INFO_STATE  WLAN_LMAC: wlan_sleep_given: %1x, rf_chain_switch_state: %1x
864 GLBL_WLAN_INFO_BG_SCAN_INFO  WLAN_LMAC: bg_state: %4x, bgscan_flags: %2x, bg_next_channel: %2x
865 TX_POWER_INFO  WLAN_LMAC: power_frm_host: %1x, tx_pkt_power: %2x, tx_pkt_gc_values: %2x
866 MEM_MGMT_COMMONBUFS  WLAN_LMAC: size: %d, avail: %d
867 MEM_MGMT_GLOBALBUFS  WLAN_LMAC: size: %d, avail: %d
868 MEM_MGMT_TXBUFS  WLAN_LMAC: size: %d, avail: %d
869 MEM_MGMT_RXBUFS  WLAN_LMAC: size: %d, avail: %d
870 MEM_MGMT_DYNAMIC_COMMONBUFS  WLAN_LMAC: size: %d, avail: %d
871 MEM_MGMT_DYNAMIC_COEX_COMMONBUFS  WLAN_LMAC: size: %d, avail: %d
872 GLBL_WLAN_INFO_EXT_STATS_BCON  WLAN_LMAC: beacon_lost_count: %d, beacon_rx_count: %d
873 GLBL_WLAN_INFO_EXT_STATS_MCAST  WLAN_LMAC: broad_multi_cnt: %d, mcast_tx_count: %d
874 GLBL_WLAN_INFO_EXT_STATS_UCAST  WLAN_LMAC: unicast_cnt: %d, ucast_tx_count: %d, data_pkt_drop: %d
875 GLBL_WLAN_INFO_STA_INFO  WLAN_LMAC: Connected stations: %d, Max stations supported: %d
876 GLBL_WLAN_INFO_PKT_STATS  WLAN_LMAC: total_tx_done : %d, total_rx_done: %d, unexpected_q_pkt_cnt: %d
877 GLBL_WLAN_INFO_QUEUE_PKT_CNT  WLAN_LMAC: wlan_tx_pkt_free_q: %d, rx_wlanq_g: %d, amsdu_rx_hostq_g: %d
878 GLBL_WLAN_INFO_HOST_QUEUE_PKT_CNT  WLAN_LMAC: tx_hostq_g: %d, rx_hostq_g: %d
879 TX_PENDING_PKTS_DATA_QUEUE0  WLAN_LMAC: sw_q: %d, dot11_q: %d, drop_dot11_pkts: %d
880 TX_PENDING_PKTS_DATA_QUEUE1  WLAN_LMAC: sw_q: %d, dot11_q: %d, drop_dot11_pkts: %d
881 TX_PENDING_PKTS_DATA_QUEUE2  WLAN_LMAC: sw_q: %d, dot11_q: %d, drop_dot11_pkts: %d
882 TX_PENDING_PKTS_DATA_QUEUE3  WLAN_LMAC: sw_q: %d, dot11_q: %d, drop_dot11_pkts: %d
883 TX_PENDING_PKTS_PS_QUEUE  WLAN_LMAC: sw_q: %d, dot11_q: %d, drop_dot11_pkts: %d
884 TX_PENDING_PKTS_BC_QUEUE  WLAN_LMAC: sw_q: %d, dot11_q: %d, drop_dot11_pkts: %d
885 TX_PENDING_PKTS_MGMT_QUEUE  WLAN_LMAC: sw_q: %d, dot11_q: %d, drop_dot11_pkts: %d
886 TX_PENDING_PKTS_BEACON_QUEUE  WLAN_LMAC: sw_q: %d, dot11_q: %d, drop_dot11_pkts: %d
887 GLBL_WLAN_INFO_BLOCK_Q_BITMAP  WLAN_LMAC: block_q_bitmap: %2x, host_block_q_bitmap: %2x
888 GLBL_WLAN_INFO_BLOCK_Q_BITMAP_FEAT  WLAN_LMAC: bgscan: %2x, coex: %2x
889 GLBL_WLAN_INFO_BLOCK_Q_BITMAP_TWT  WLAN_LMAC: twt: %4x
890 GLBL_WLAN_INFO_CM_INFO  WLAN_LMAC: state : %1x, state_severity: %1x, next_radio_usage_time: %4x
891 GLBL_WLAN_INFO_COEX_PARAMS  WLAN_LMAC: ps_en_frm_coex: %1x, pause_req_frm_coex: %1x, pause_status: %1x
892 GLBL_COMMON_INFO_RADIO_PARAMS_1  WLAN_LMAC: switcher_state: %4x, cm_cmd_to_node: %4x
893 GLBL_COMMON_INFO_RADIO_PARAMS_2  WLAN_LMAC: cm_flag: %4x, slot_duration: %4x, radio_req_cnt: %4x
894 GLBL_COMMON_INFO_RADIO_PARAMS_3  WLAN_LMAC: radio_req_flag: %4x, radio_mandatory_req_flag: %4x, pending_radio_req_bitmap: %4x
895 GLBL_COMMON_INFO_RADIO_PARAMS_4  WLAN_LMAC: radio_owner: %4x, usage_time: %4x, usage_flag: %4x
896 GLBL_COMMON_INFO_RADIO_PARAMS_5  WLAN_LMAC: radio_prev_owner: %4x, radio_next_owner: %4x, next_owner_state: %4x
897 GLBL_COMMON_INFO_LP_SLEEP_CONFIG  WLAN_LMAC: lp_sleep_handshake: %1x, lp_wakeup_threshold: %4x
898 GLBL_COMMON_INFO_ULP_SLEEP_CONFIG  WLAN_LMAC: ulp_sleep_handshake: %1x, ulp_wakeup_threshold: %4x
899 SLEEP_WAKEUP_CNT  WLAN_LMAC: entry_th0_ulp_wakeup_cnt: %4x, wakeup_on_hw_intr: %4x, shutdown_triggered: %4x
900 PS_DS_INFO  WLAN_LMAC: deep_connected_sleep: %1x, ps_mode: %1x, LI dur: %4x
901 GLBL_WLAN_INFO_BCON_STATS  WLAN_LMAC: beacon_rcvd: %d, delayed_beacon_count: %d, no_beacon_at_beacon_service: %d
902 PM_DS_INFO_1  WLAN_LMAC: state: %4x, node_cnt: %d
903 PM_DS_INFO_2  WLAN_LMAC: dev_sleep_mode: %4x, cur_sleep_mode: %4x
904 PM_DS_INFO_3  WLAN_LMAC: sleep_clk_period: %4x, sleep_handshake: %4x, ps_handshake_state: %1x
905 SL_FW_LOG_INIT_SUCCESS  COMMON: Version : %s
906 NETX_PORTING_5_7_DHCP_CREATE_ENTRY  WLAN_NETSTACK:
907 NETX_PORTING_5_7_DHCP_CREATE_EXIT  WLAN_NETSTACK:
908 NETX_PORTING_5_7_DHCP_PACKET_POOL_SET_ENTRY  WLAN_NETSTACK:
909 NETX_PORTING_5_7_DHCP_PACKET_POOL_SET_EXIT  WLAN_NETSTACK:
910 NETX_PORTING_5_7_DHCP_REINITIALIZE_ENTRY  WLAN_NETSTACK:
911 NETX_PORTING_5_7_DHCP_REINITIALIZE_EXIT  WLAN_NETSTACK:
912 NETX_PORTING_5_7_DHCP_REQUEST_CLIENT_IP_ENTRY  WLAN_NETSTACK:
913 NETX_PORTING_5_7_DHCP_REQUEST_CLIENT_IP_EXIT  WLAN_NETSTACK:
914 NETX_PORTING_5_7_DHCP_DELETE_ENTRY  WLAN_NETSTACK:
915 NETX_PORTING_5_7_DHCP_DELETE_EXIT  WLAN_NETSTACK:
916 NETX_PORTING_5_7_DHCP_FORCE_RENEW_ENTRY  WLAN_NETSTACK:
917 NETX_PORTING_5_7_DHCP_FORCE_RENEW_EXIT  WLAN_NETSTACK: status : %4x
918 NETX_PORTING_5_7_DHCP_DECLINE_ENTRY  WLAN_NETSTACK:
919 NETX_PORTING_5_7_DHCP_DECLINE_EXIT  WLAN_NETSTACK:
920 NETX_PORTING_5_7_DHCP_RELEASE_ENTRY  WLAN_NETSTACK:
921 NETX_PORTING_5_7_DHCP_RELEASE_EXIT  WLAN_NETSTACK:
922 NETX_PORTING_5_7_DHCP_START_ENTRY  WLAN_NETSTACK:
923 NETX_PORTING_5_7_DHCP_START_EXIT  WLAN_NETSTACK: status : %4x
924 NETX_PORTING_5_7_DHCP_STATE_CHANGE_NOTIFY_ENTRY  WLAN_NETSTACK:
925 NETX_PORTING_5_7_DHCP_STATE_CHANGE_NOTIFY_EXIT  WLAN_NETSTACK:
926 NETX_PORTING_5_7_DHCP_STOP_ENTRY  WLAN_NETSTACK:
927 NETX_PORTING_5_7_DHCP_STOP_EXIT  WLAN_NETSTACK:
928 NETX_PORTING_5_7_DHCP_USER_OPTION_RETRIEVE_ENTRY  WLAN_NETSTACK:
929 NETX_PORTING_5_7_DHCP_USER_OPTION_RETRIEVE_EXIT  WLAN_NETSTACK:
930 NETX_PORTING_5_7_DHCP_SEND_REQUEST_ENTRY  WLAN_NETSTACK:
931 NETX_PORTING_5_7_DHCP_SEND_REQUEST_EXIT  WLAN_NETSTACK: status : %4x
932 NETX_PORTING_5_7_DHCP_SEND_REQUEST_INTERNAL_ENTRY  WLAN_NETSTACK:
933 NETX_PORTING_5_7_DHCP_SEND_REQUEST_INTERNAL_EXIT  WLAN_NETSTACK: status : %4x
934 NETX_PORTING_5_7_DHCP_GET_RESPONSE_ENTRY  WLAN_NETSTACK:
935 NETX_PORTING_5_7_DHCP_GET_RESPONSE_EXIT  WLAN_NETSTACK:
936 NETX_PORTING_5_7_DHCP_EXTRACT_INFORMATION_ENTRY  WLAN_NETSTACK:
937 NETX_PORTING_5_7_DHCP_EXTRACT_INFORMATION_EXIT  WLAN_NETSTACK:
938 NETX_PORTING_5_7_DHCP_GET_OPTION_VALUE_ENTRY  WLAN_NETSTACK:
939 NETX_PORTING_5_7_DHCP_GET_OPTION_VALUE_EXIT_1  WLAN_NETSTACK:
940 NETX_PORTING_5_7_DHCP_GET_OPTION_VALUE_EXIT_2  WLAN_NETSTACK:
941 NETX_PORTING_5_7_DHCP_GET_OPTION_VALUE_EXIT_3  WLAN_NETSTACK:
942 NETX_PORTING_5_7_DHCP_ADD_OPTION_VALUE_ENTRY  WLAN_NETSTACK:
943 NETX_PORTING_5_7_DHCP_ADD_OPTION_VALUE_EXIT  WLAN_NETSTACK:
944 NETX_PORTING_5_7_DHCP_FQDN_ADD_OPTION_STRING_ENTRY  WLAN_NETSTACK:
945 NETX_PORTING_5_7_DHCP_FQDN_ADD_OPTION_STRING_EXIT  WLAN_NETSTACK:
946 NETX_PORTING_5_7_DHCP_ADD_OPTION_STRING_ENTRY  WLAN_NETSTACK:
947 NETX_PORTING_5_7_DHCP_ADD_OPTION_STRING_EXIT_1  WLAN_NETSTACK:
948 NETX_PORTING_5_7_DHCP_CLIENT_SEND_ARP_PROBE_ENTRY  WLAN_NETSTACK:
949 NETX_PORTING_5_7_DHCP_CLIENT_SEND_ARP_PROBE_EXIT  WLAN_NETSTACK:
950 NETX_PORTING_5_7_DHCP_CLIENT_GET_RECORD_ENTRY  WLAN_NETSTACK:
951 NETX_PORTING_5_7_DHCP_CLIENT_GET_RECORD_EXIT  WLAN_NETSTACK:
952 NETX_PORTING_5_7_DHCP_CLIENT_CREATE_RECORD_ENTRY  WLAN_NETSTACK:
953 NETX_PORTING_5_7_DHCP_CLIENT_CREATE_RECORD_EXIT  WLAN_NETSTACK:
954 NETX_PORTING_5_7_DHCP_CLIENT_RESTORE_RECORD_ENTRY  WLAN_NETSTACK:
955 NETX_PORTING_5_7_DHCP_CLIENT_RESTORE_RECORD_EXIT  WLAN_NETSTACK: status : %4x
956 NETX_PORTING_5_7_DHCP_CLIENT_UPDATE_TIME_REMAINING_ENTRY  WLAN_NETSTACK:
957 NETX_PORTING_5_7_DHCP_CLIENT_UPDATE_TIME_REMAINING_EXIT_1  WLAN_NETSTACK:
958 NETX_PORTING_5_7_DHCP_CLIENT_UPDATE_TIME_REMAINING_EXIT_2  WLAN_NETSTACK:
959 NETX_PORTING_5_7_DHCP_CLIENT_UPDATE_TIME_REMAINING_EXIT_3  WLAN_NETSTACK:
960 NETX_PORTING_5_7_DHCP_CLIENT_UPDATE_TIME_REMAINING_EXIT_4  WLAN_NETSTACK:
961 NETX_PORTING_5_7_DHCP_RESUME_ENTRY  WLAN_NETSTACK:
962 NETX_PORTING_5_7_DHCP_RESUME_EXIT  WLAN_NETSTACK:
963 NETX_PORTING_5_7_DHCP_SERVER_CREATE_ENTRY  WLAN_NETSTACK:
964 NETX_PORTING_5_7_DHCP_SERVER_CREATE_EXIT  WLAN_NETSTACK:
965 NETX_PORTING_5_7_DHCP_SERVER_DELETE_ENTRY  WLAN_NETSTACK:
966 NETX_PORTING_5_7_DHCP_SERVER_DELETE_EXIT  WLAN_NETSTACK:
967 NETX_PORTING_5_7_DHCP_CREATE_SERVER_IP_ADDR_LIST_ENTRY  WLAN_NETSTACK:
968 NETX_PORTING_5_7_DHCP_CREATE_SERVER_IP_ADDR_LIST_EXIT  WLAN_NETSTACK:
969 NETX_PORTING_5_7_DHCP_SET_INTERFACE_NETWORK_PARAMETERS_ENTRY  WLAN_NETSTACK:
970 NETX_PORTING_5_7_DHCP_SET_INTERFACE_NETWORK_PARAMETERS_EXIT  WLAN_NETSTACK:
971 NETX_PORTING_5_7_DHCP_SERVER_START_ENTRY  WLAN_NETSTACK:
972 NETX_PORTING_5_7_DHCP_SERVER_START_EXIT  WLAN_NETSTACK:
973 NETX_PORTING_5_7_DHCP_SERVER_STOP_ENTRY  WLAN_NETSTACK:
974 NETX_PORTING_5_7_DHCP_SERVER_STOP_EXIT  WLAN_NETSTACK:
975 NETX_PORTING_5_7_DHCP_RESPOND_TO_CLIENT_MESSAGE_ENTRY  WLAN_NETSTACK:
976 NETX_PORTING_5_7_DHCP_RESPOND_TO_CLIENT_MESSAGE_EXIT  WLAN_NETSTACK: status : %4x
977 NETX_PORTING_5_7_DHCP_CLEAR_CLIENT_SESSION_ENTRY  WLAN_NETSTACK:
978 NETX_PORTING_5_7_DHCP_CLEAR_CLIENT_SESSION_EXIT  WLAN_NETSTACK:
979 NETX_PORTING_5_7_DHCP_CLEAR_CLIENT_RECORD_ENTRY  WLAN_NETSTACK:
980 NETX_PORTING_5_7_DHCP_CLEAR_CLIENT_RECORD_EXIT_1  WLAN_NETSTACK:
981 NETX_PORTING_5_7_DHCP_CLEAR_CLIENT_RECORD_EXIT_2  WLAN_NETSTACK:
982 NETX_PORTING_5_7_DHCP_LOAD_SERVER_OPTIONS_ENTRY  WLAN_NETSTACK:
983 NETX_PORTING_5_7_DHCP_LOAD_SERVER_OPTIONS_EXIT_1  WLAN_NETSTACK:
984 NETX_PORTING_5_7_DHCP_LOAD_SERVER_OPTIONS_EXIT_2  WLAN_NETSTACK:
985 NETX_PORTING_5_7_DHCP_SET_SERVER_OPTIONS_ENTRY  WLAN_NETSTACK:
986 NETX_PORTING_5_7_DHCP_SET_SERVER_OPTIONS_EXIT  WLAN_NETSTACK:
987 NETX_PORTING_5_7_DHCP_PARSE_NEXT_OPTION_ENTRY  WLAN_NETSTACK:
988 NETX_PORTING_5_7_DHCP_PARSE_NEXT_OPTION_EXIT  WLAN_NETSTACK:
989 NETX_PORTING_5_7_DHCP_LISTEN_FOR_MESSAGES_ENTRY  WLAN_NETSTACK:
990 NETX_PORTING_5_7_DHCP_LISTEN_FOR_MESSAGES_EXIT_1  WLAN_NETSTACK:
991 NETX_PORTING_5_7_DHCP_LISTEN_FOR_MESSAGES_EXIT_2  WLAN_NETSTACK: status : %4x
992 NETX_PORTING_5_7_DHCP_FIND_CLIENT_RECORD_BY_IP_ADDR_ENTRY  WLAN_NETSTACK:
993 NETX_PORTING_5_7_DHCP_FIND_CLIENT_RECORD_BY_IP_ADDR_EXIT  WLAN_NETSTACK:
994 NETX_PORTING_5_7_DHCP_FIND_CLIENT_RECORD_BY_CHADDR_ENTRY  WLAN_NETSTACK:
995 NETX_PORTING_5_7_DHCP_FIND_CLIENT_RECORD_BY_CHADDR_EXIT_1  WLAN_NETSTACK:
996 NETX_PORTING_5_7_DHCP_FIND_CLIENT_RECORD_BY_CHADDR_EXIT_2  WLAN_NETSTACK:
997 NETX_PORTING_5_7_DHCP_FIND_CLIENT_RECORD_BY_CHADDR_EXIT_3  WLAN_NETSTACK:
998 NETX_PORTING_5_7_DHCP_FIND_INTERFACE_TABLE_IP_ADDR_ENTRY  WLAN_NETSTACK:
999 NETX_PORTING_5_7_DHCP_FIND_INTERFACE_TABLE_IP_ADDR_EXIT_1  WLAN_NETSTACK:
1000 NETX_PORTING_5_7_DHCP_FIND_INTERFACE_TABLE_IP_ADDR_EXIT_2  WLAN_NETSTACK:
1001 NETX_PORTING_5_7_DHCP_UPDATE_ASSIGNABLE_IP_ADDR_ENTRY  WLAN_NETSTACK:
1002 NETX_PORTING_5_7_DHCP_UPDATE_ASSIGNABLE_IP_ADDR_EXIT  WLAN_NETSTACK:
1003 NETX_PORTING_5_7_DHCP_FIND_IP_ADDR_OWNER_ENTRY  WLAN_NETSTACK:
1004 NETX_PORTING_5_7_DHCP_FIND_IP_ADDR_OWNER_EXIT  WLAN_NETSTACK:
1005 NETX_PORTING_5_7_DHCP_RECORD_IP_ADDR_OWNER_ENTRY  WLAN_NETSTACK:
1006 NETX_PORTING_5_7_DHCP_RECORD_IP_ADDR_OWNER_EXIT  WLAN_NETSTACK:
1007 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_ENTRY  WLAN_NETSTACK:
1008 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_1  WLAN_NETSTACK:
1009 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_2  WLAN_NETSTACK:
1010 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_3  WLAN_NETSTACK:
1011 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_4  WLAN_NETSTACK:
1012 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_5  WLAN_NETSTACK:
1013 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_6  WLAN_NETSTACK:
1014 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_7  WLAN_NETSTACK:
1015 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_8  WLAN_NETSTACK:
1016 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_9  WLAN_NETSTACK:
1017 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_10  WLAN_NETSTACK:
1018 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_11  WLAN_NETSTACK:
1019 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_12  WLAN_NETSTACK:
1020 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_13  WLAN_NETSTACK:
1021 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_14  WLAN_NETSTACK:
1022 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_15  WLAN_NETSTACK:
1023 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_16  WLAN_NETSTACK:
1024 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_17  WLAN_NETSTACK:
1025 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_18  WLAN_NETSTACK:
1026 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_19  WLAN_NETSTACK:
1027 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_20  WLAN_NETSTACK:
1028 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_21  WLAN_NETSTACK:
1029 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_22  WLAN_NETSTACK:
1030 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_23  WLAN_NETSTACK:
1031 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_24  WLAN_NETSTACK:
1032 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_25  WLAN_NETSTACK:
1033 NETX_PORTING_5_7_DHCP_VALIDATE_CLIENT_MESSAGE_EXIT_26  WLAN_NETSTACK:
1034 NETX_PORTING_5_7_DHCP_SERVER_ASSIGN_IP_ADDR_ENTRY  WLAN_NETSTACK:
1035 NETX_PORTING_5_7_DHCP_SERVER_ASSIGN_IP_ADDR_EXIT_1  WLAN_NETSTACK:
1036 NETX_PORTING_5_7_DHCP_SERVER_ASSIGN_IP_ADDR_EXIT_2  WLAN_NETSTACK:
1037 NETX_PORTING_5_7_DHCP_SERVER_ASSIGN_IP_ADDR_EXIT_3  WLAN_NETSTACK:
1038 NETX_PORTING_5_7_DHCP_SERVER_ASSIGN_IP_ADDR_EXIT_4  WLAN_NETSTACK:
1039 NETX_PORTING_5_7_DHCP_SERVER_EXTRACT_INFORMATION_ENTRY  WLAN_NETSTACK:
1040 NETX_PORTING_5_7_DHCP_SERVER_EXTRACT_INFORMATION_EXIT_1  WLAN_NETSTACK:
1041 NETX_PORTING_5_7_DHCP_SERVER_EXTRACT_INFORMATION_EXIT_2  WLAN_NETSTACK:
1042 NETX_PORTING_5_7_DHCP_PROCESS_OPTION_DATA_ENTRY  WLAN_NETSTACK:
1043 NETX_PORTING_5_7_DHCP_PROCESS_OPTION_DATA_EXIT  WLAN_NETSTACK:
1044 NETX_PORTING_5_7_DHCP_ADD_REQUESTED_OPTION_ENTRY  WLAN_NETSTACK:
1045 NETX_PORTING_5_7_DHCP_ADD_REQUESTED_OPTION_EXIT  WLAN_NETSTACK: status : %4x
1046 NETX_PORTING_5_7_DHCP_ADD_OPTION_ENTRY  WLAN_NETSTACK:
1047 NETX_PORTING_5_7_DHCP_ADD_OPTION_EXIT  WLAN_NETSTACK:
1048 NXD_DHCP_CLIENT_DHCP_THREAD_ENTRY_UDP_INFO_EXTRACT_FAIL  WLAN_NETSTACK: st:%4x if:%2x
1049 NXD_DHCP_CLIENT_DHCP_THREAD_ENTRY_IFACE_RECORD_FIND_FAIL  WLAN_NETSTACK: st:%4x if:%2x
1050 NXD_DHCP_CLIENT_DHCP_PACKET_PROCESS_DATAGRAM_TOO_SHORT  WLAN_NETSTACK: len:%2x
1051 NXD_DHCP_CLIENT_DHCP_PACKET_PROCESS_POOL_ALLOC_FAIL  WLAN_NETSTACK: st:%4x
1052 NXD_DHCP_CLIENT_DHCP_PACKET_PROCESS_POOL_PAYLOAD_UNDERSIZE  WLAN_NETSTACK: dg:%2x av:%2x
1053 NXD_DHCP_CLIENT_DHCP_PACKET_PROCESS_DATA_EXTRACT_FAIL  WLAN_NETSTACK: st:%4x bc:%2x
1054 NXD_DHCP_CLIENT_DHCP_PACKET_PROCESS_REQUESTING_IGNORE_DHCP_TYPE  WLAN_NETSTACK: if:%2x t:%4x
1055 NXD_DHCP_CLIENT_DHCP_PACKET_PROCESS_REQUESTING_GET_OPTION_FAIL_IGNORE_RESPONSE  WLAN_NETSTACK: if:%2x st:%4x
1056 NXD_DHCP_CLIENT_DHCP_SEND_REQUEST_INTERNAL_PACKET_ALLOC_FAIL  WLAN_NETSTACK: st:%4x
1057 NXD_DHCP_CLIENT_DHCP_SEND_REQUEST_INTERNAL_DISCOVER_INVALID_HOST_NAME  WLAN_NETSTACK:
1058 NXD_DHCP_CLIENT_DHCP_SEND_REQUEST_INTERNAL_REQUEST_INVALID_HOST_NAME  WLAN_NETSTACK:
1059 NXD_DHCP_CLIENT_DHCP_SEND_REQUEST_INTERNAL_INFORM_INVALID_HOST_NAME  WLAN_NETSTACK:
